loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets
2433,2,Graduate,Yes,4500,12600,2,568,13800,7800,35600,5800,Rejected,63000
2434,3,Graduate,No,2400,5900,2,425,2200,1000,14800,5000,Approved,23000
2435,0,Not Graduate,No,3900,11300,12,305,10000,11800,17600,4200,Rejected,43600
2436,5,Graduate,Yes,9600,20600,6,456,34600,22000,43400,23200,Approved,123200
2437,4,Not Graduate,No,900,2600,2,602,1200,1600,6400,2000,Rejected,11200
2438,3,Graduate,Yes,1100,3800,20,814,2800,3000,6400,2200,Approved,14400
2439,4,Not Graduate,No,6400,24900,2,640,20000,11400,37400,12600,Rejected,81400
2440,2,Graduate,No,4600,15000,4,817,14400,4800,26000,13200,Approved,58400
2441,4,Graduate,No,7600,29800,20,361,27600,11600,30600,11800,Rejected,81600
2442,5,Not Graduate,No,6800,20100,14,839,3800,1200,31200,15000,Approved,51200
2443,5,Graduate,No,7100,27000,20,592,10200,19200,40400,15200,Approved,85000
2444,4,Not Graduate,Yes,6700,24700,6,498,25800,1400,37600,16800,Approved,81600
2445,5,Not Graduate,Yes,5800,12400,6,847,10200,18000,28200,15200,Approved,71600
2446,0,Graduate,Yes,8600,29400,16,643,2000,28200,66000,24600,Approved,120800
2447,0,Graduate,Yes,3500,10600,4,389,16600,9600,18200,5000,Approved,49400
2448,2,Graduate,Yes,4800,17500,20,381,800,13800,26800,14000,Rejected,55400
2449,5,Graduate,Yes,6100,14400,16,400,18400,5600,47600,11200,Rejected,82800
2450,5,Graduate,Yes,5200,12700,16,718,23400,200,36200,14400,Approved,74200
2451,5,Not Graduate,Yes,4100,12400,8,309,16400,2000,26000,6600,Rejected,51000
2452,5,Not Graduate,No,3200,7400,2,838,4400,5800,20400,7200,Rejected,37800
2453,3,Not Graduate,Yes,7500,21600,14,678,17600,24200,40200,22400,Approved,104400
2454,2,Not Graduate,Yes,1500,4500,14,826,6400,3400,9200,3200,Approved,22200
2455,4,Graduate,Yes,1200,3100,16,348,2400,4400,7000,3400,Rejected,17200
2456,1,Graduate,Yes,8400,19700,6,476,49400,33000,63600,24200,Approved,170200
2457,0,Not Graduate,Yes,7900,26300,8,666,9200,18400,36800,23600,Approved,88000
2458,1,Graduate,Yes,2100,4300,20,896,200,4600,15000,4600,Approved,24400
2459,2,Graduate,No,2500,7000,20,547,1600,2400,10400,4600,Approved,19000
2460,2,Not Graduate,Yes,3700,13900,2,405,11800,6400,18200,11000,Approved,47400
2461,5,Graduate,No,1100,4000,16,498,800,200,4600,1400,Approved,7000
2462,5,Graduate,No,6500,24800,8,779,14000,19200,31400,17600,Approved,82200
2463,0,Not Graduate,Yes,8200,31500,8,403,23000,17600,38000,12200,Approved,90800
2464,2,Not Graduate,No,5000,12400,8,709,22600,13600,26600,8400,Approved,71200
2465,1,Not Graduate,No,1500,6000,6,507,5200,5400,9600,3800,Approved,24000
2466,5,Not Graduate,No,3700,9100,18,368,6800,4800,16800,6600,Rejected,35000
2467,3,Graduate,Yes,4100,14600,16,760,9400,13200,29800,6000,Approved,58400
2468,2,Not Graduate,No,7200,16800,6,796,13200,12200,28800,19600,Approved,73800
2469,1,Graduate,No,2000,5000,6,876,1000,5800,11600,3000,Approved,21400
2470,3,Not Graduate,No,2000,4700,14,673,1600,6800,11800,3000,Approved,23200
2471,1,Graduate,Yes,5100,11500,4,747,10000,17800,28200,14000,Approved,70000
2472,1,Not Graduate,No,6000,13600,12,589,18000,600,25200,14200,Approved,58000
2473,1,Graduate,No,4900,18100,8,382,27200,800,31000,4800,Rejected,63800
2474,3,Not Graduate,Yes,900,2300,12,900,2600,0,6600,2200,Approved,11400
2475,1,Graduate,Yes,7500,25000,18,628,7000,4400,43400,9400,Approved,64200
2476,2,Graduate,No,6400,25000,12,667,27000,11000,51000,10800,Approved,99800
2477,2,Graduate,Yes,8700,26400,2,778,17000,4800,57600,20600,Rejected,100000
2478,4,Graduate,Yes,7300,17200,18,831,37000,8600,46000,10400,Approved,102000
2479,5,Graduate,No,7400,27100,4,320,39600,29200,50400,18800,Approved,138000
2480,2,Graduate,No,2700,9300,16,656,15400,5000,12800,7200,Approved,40400
2481,3,Graduate,No,3400,8900,6,896,8400,9600,20400,8400,Approved,46800
2482,3,Not Graduate,Yes,2100,7400,4,320,6600,5400,12600,4400,Approved,29000
2483,2,Not Graduate,No,3100,10500,10,751,11000,11800,18000,3200,Approved,44000
2484,5,Not Graduate,No,4700,17400,2,523,21200,14000,21800,10400,Approved,67400
2485,5,Graduate,No,3100,10500,6,584,15400,4200,21800,5800,Approved,47200
2486,2,Not Graduate,No,5700,20400,2,630,6000,6200,45200,5800,Rejected,63200
2487,3,Graduate,Yes,2300,8000,14,472,8800,6600,15400,3600,Approved,34400
2488,0,Not Graduate,Yes,6600,18500,16,802,29200,2200,43600,19400,Approved,94400
2489,2,Graduate,Yes,2700,6400,18,547,10000,3400,18400,3400,Approved,35200
2490,1,Not Graduate,Yes,800,2800,16,726,4000,2600,6200,2400,Approved,15200
2491,1,Graduate,No,6600,18500,8,712,4600,6400,48800,15200,Approved,75000
2492,3,Graduate,No,3900,10700,6,790,21200,3800,25000,5400,Approved,55400
2493,5,Not Graduate,No,200,600,16,396,0,0,1000,400,Rejected,1400
2494,3,Graduate,No,2000,4200,6,831,2600,3400,13800,2400,Approved,22200
2495,2,Graduate,Yes,9100,20900,20,632,8400,800,60000,26400,Approved,95600
2496,3,Graduate,No,4700,10800,8,527,26600,6200,27200,9600,Approved,69600
2497,3,Not Graduate,Yes,3200,11100,6,708,17800,11400,16200,3000,Approved,48400
2498,2,Not Graduate,No,1700,4200,14,829,400,3200,9200,3200,Approved,16000
2499,1,Not Graduate,No,2600,8100,12,854,9000,10200,12600,5000,Approved,36800
2500,3,Not Graduate,Yes,2700,6700,14,899,4800,8400,12000,4000,Approved,29200
2501,0,Not Graduate,Yes,3600,13400,6,589,7200,0,22400,8000,Approved,37600
2502,4,Graduate,Yes,7200,26000,6,571,9400,0,45200,8400,Approved,63000
2503,2,Not Graduate,Yes,2500,6400,6,708,13800,400,19800,7000,Approved,41000
2504,2,Not Graduate,No,5500,19600,16,328,4800,9600,21800,7400,Rejected,43600
2505,3,Graduate,Yes,9200,33500,8,564,41600,30400,59600,22800,Approved,154400
2506,3,Not Graduate,No,9000,19000,8,693,36600,9000,59200,14400,Approved,119200
2507,4,Not Graduate,Yes,5900,15000,14,626,32800,9200,35200,16400,Approved,93600
2508,4,Graduate,No,5600,15600,12,470,19800,21400,29200,14000,Approved,84400
2509,2,Not Graduate,Yes,3200,12500,8,849,800,10600,20800,8800,Approved,41000
2510,5,Not Graduate,No,9100,27800,16,547,43800,14000,63800,18800,Approved,140400
2511,0,Not Graduate,Yes,4600,15100,2,417,11200,7800,23600,13200,Approved,55800
2512,4,Graduate,No,7300,14900,2,358,27200,24600,40800,14600,Rejected,107200
2513,5,Not Graduate,Yes,1300,3100,16,826,400,3400,10200,2800,Approved,16800
2514,0,Not Graduate,No,1800,4200,6,836,2600,3800,13600,4000,Approved,24000
2515,3,Graduate,No,500,1700,10,509,800,600,2800,600,Approved,4800
2516,2,Not Graduate,Yes,5700,20500,20,581,30400,15600,22800,17000,Approved,85800
2517,4,Graduate,No,300,1100,4,359,200,0,2000,400,Approved,2600
2518,5,Graduate,Yes,2100,7100,10,517,2400,5800,10800,2800,Approved,21800
2519,1,Not Graduate,Yes,5700,20100,14,442,23400,14600,35800,13000,Approved,86800
2520,1,Not Graduate,Yes,1100,2700,16,346,3800,600,4400,1600,Rejected,10400
2521,5,Graduate,No,9300,34000,6,742,8400,1200,65600,16400,Approved,91600
2522,1,Graduate,Yes,3500,8100,10,626,14200,11000,14400,5800,Approved,45400
2523,0,Not Graduate,Yes,8200,28800,4,619,18000,2200,46000,12600,Approved,78800
2524,2,Not Graduate,Yes,7500,17900,20,734,18200,11000,46000,9800,Approved,85000
2525,1,Graduate,Yes,7000,25600,6,420,30200,23000,30600,17400,Approved,101200
2526,5,Not Graduate,Yes,3900,8300,18,600,7800,1200,20800,11200,Approved,41000
2527,3,Graduate,Yes,4700,13200,12,440,8000,6600,33200,8600,Approved,56400
2528,5,Not Graduate,Yes,1700,5200,16,820,3400,2400,8000,2000,Approved,15800
2529,0,Graduate,No,2500,7800,8,437,11600,0,11600,6600,Approved,29800
2530,1,Not Graduate,Yes,400,1400,12,468,1400,0,3000,800,Approved,5200
2531,0,Not Graduate,Yes,2400,9100,8,368,4400,400,11200,6600,Rejected,22600
2532,4,Graduate,No,5700,21900,2,871,6400,3400,28800,12200,Rejected,50800
2533,1,Graduate,No,9800,37900,4,816,43600,24400,52200,17000,Approved,137200
2534,5,Graduate,No,9000,32800,4,773,21200,8200,37800,23000,Approved,90200
2535,3,Not Graduate,No,800,3000,14,576,2400,2600,5200,800,Approved,11000
2536,1,Graduate,No,1600,4500,14,673,3800,5400,7400,2600,Approved,19200
2537,0,Graduate,Yes,9800,34100,20,760,43000,18800,66800,27200,Approved,155800
2538,5,Not Graduate,Yes,2900,7500,12,678,6800,6000,21800,7400,Approved,42000
2539,4,Not Graduate,Yes,3900,12000,14,893,12000,9400,25800,10400,Approved,57600
2540,0,Graduate,Yes,3300,9000,18,754,12200,7800,13800,9400,Approved,43200
2541,3,Graduate,Yes,700,2200,8,617,3200,800,4800,1800,Approved,10600
2542,3,Not Graduate,Yes,8400,29500,20,661,29200,6800,57800,21800,Approved,115600
2543,1,Graduate,Yes,4000,12100,12,356,21000,5000,31200,10000,Rejected,67200
2544,0,Not Graduate,Yes,1900,6300,16,811,2200,200,10200,3800,Approved,16400
2545,0,Not Graduate,No,3900,14600,2,730,18400,8000,29200,10800,Rejected,66400
2546,5,Not Graduate,No,7400,18000,2,792,10600,18800,39800,10600,Rejected,79800
2547,5,Not Graduate,Yes,5900,16000,6,798,31800,10000,24600,6200,Approved,72600
2548,2,Not Graduate,No,1400,2900,12,490,1200,3200,11000,2600,Approved,18000
2549,2,Graduate,Yes,1800,5500,6,448,5800,600,11200,2600,Approved,20200
2550,0,Graduate,Yes,1000,3100,6,525,3800,3400,5600,2800,Approved,15600
2551,1,Graduate,No,7400,19200,20,415,4400,9600,58400,14000,Approved,86400
2552,5,Graduate,No,2700,10600,16,496,1600,5800,19400,4800,Approved,31600
2553,1,Not Graduate,Yes,3600,13100,8,543,5800,200,19800,5400,Approved,31200
2554,5,Graduate,No,7000,18400,12,520,9400,23800,34000,7600,Approved,74800
2555,4,Not Graduate,Yes,5000,18000,14,307,10600,11200,25600,6600,Rejected,54000
2556,2,Graduate,No,1800,5700,14,502,2800,2200,8800,2600,Approved,16400
2557,2,Graduate,Yes,4700,12000,6,505,6800,7600,36000,4600,Approved,55000
2558,2,Not Graduate,Yes,6700,23100,4,304,28800,14200,48600,20000,Approved,111600
2559,5,Not Graduate,No,5800,17500,10,719,11600,3800,24800,6200,Approved,46400
2560,0,Graduate,Yes,5900,22700,18,855,26800,12600,29000,8000,Approved,76400
2561,4,Not Graduate,No,6000,15800,18,593,13600,9600,26400,12800,Approved,62400
2562,1,Not Graduate,Yes,700,1400,10,523,1400,2200,3200,1800,Approved,8600
2563,0,Not Graduate,Yes,3700,13100,14,385,21200,13600,18400,9800,Rejected,63000
2564,0,Graduate,Yes,7100,19300,6,783,7800,9600,43600,10000,Approved,71000
2565,5,Graduate,Yes,1100,3900,2,538,800,2600,8600,3200,Approved,15200
2566,3,Not Graduate,Yes,9500,20100,2,506,33600,1600,65400,22000,Approved,122600
2567,4,Not Graduate,Yes,2200,8600,2,461,2800,6000,9400,4200,Approved,22400
2568,4,Not Graduate,Yes,5500,20000,8,666,7600,9400,36000,15800,Approved,68800
2569,3,Not Graduate,Yes,4400,16300,20,561,11000,16000,24000,8000,Approved,59000
2570,5,Not Graduate,No,5000,10800,10,345,24600,10000,28200,12600,Rejected,75400
2571,4,Not Graduate,Yes,6100,12500,14,862,22600,3000,43800,13600,Approved,83000
2572,3,Not Graduate,No,8100,22300,10,686,40800,17400,38400,12400,Approved,109000
2573,4,Graduate,Yes,7000,19600,8,708,35200,5200,48600,9000,Approved,98000
2574,4,Not Graduate,No,5600,14800,20,656,19200,18400,23200,13000,Approved,73800
2575,4,Graduate,No,1800,7000,14,743,5200,2000,9000,3000,Approved,19200
2576,2,Graduate,No,3600,12100,14,408,20200,8400,26000,10800,Approved,65400
2577,5,Graduate,No,600,1300,14,408,2000,600,3200,1800,Approved,7600
2578,1,Graduate,Yes,4900,16500,12,439,15000,2800,20600,14400,Approved,52800
2579,3,Graduate,Yes,3000,7100,6,415,4000,11400,19000,5000,Approved,39400
2580,0,Not Graduate,Yes,3800,10600,12,490,6600,13000,28800,6200,Approved,54600
2581,1,Graduate,Yes,7600,30000,16,884,26600,7200,34400,21600,Approved,89800
2582,4,Graduate,No,7800,25400,18,425,6000,28000,61000,14400,Approved,109400
2583,0,Graduate,No,6800,21700,20,730,35000,2600,37200,7200,Approved,82000
2584,4,Graduate,Yes,5900,17300,20,657,3000,11200,26000,8200,Approved,48400
2585,2,Not Graduate,No,4900,16800,10,480,4400,17800,25200,5400,Approved,52800
2586,3,Not Graduate,Yes,1100,3100,16,356,2600,200,6000,3200,Rejected,12000
2587,1,Not Graduate,Yes,9800,36000,12,629,56000,8200,59600,22400,Approved,146200
2588,1,Graduate,Yes,1200,4700,2,667,2200,600,8400,1600,Rejected,12800
2589,0,Not Graduate,No,4700,11500,18,559,15000,0,37400,5200,Approved,57600
2590,4,Graduate,No,6700,16000,4,791,0,26000,41400,10400,Approved,77800
2591,0,Not Graduate,Yes,3700,11300,6,538,12400,800,20800,10800,Approved,44800
2592,2,Graduate,No,7400,16000,20,358,33400,11000,53600,8600,Rejected,106600
2593,2,Not Graduate,No,3300,11700,14,439,8000,12600,16600,3400,Approved,40600
2594,2,Graduate,Yes,4800,15300,12,503,6600,8000,24000,8600,Approved,47200
2595,4,Graduate,Yes,4600,11900,6,810,22400,16400,35000,10400,Approved,84200
2596,1,Graduate,Yes,8000,30600,14,302,25400,26200,47800,13600,Rejected,113000
2597,0,Not Graduate,No,4100,8800,18,300,21800,12800,17200,7000,Rejected,58800
2598,4,Not Graduate,No,2600,7200,16,612,2600,2000,11600,2800,Approved,19000
2599,3,Not Graduate,No,1300,5000,6,686,5400,4000,8200,1800,Approved,19400
2600,0,Graduate,Yes,2300,4900,12,409,6600,4800,9400,6400,Approved,27200
2601,5,Graduate,No,300,900,6,492,1600,600,1400,800,Approved,4400
2602,0,Graduate,Yes,7000,21700,20,498,13200,11000,29400,7800,Approved,61400
2603,3,Not Graduate,Yes,4400,10900,18,611,17200,12600,17600,6000,Approved,53400
2604,5,Not Graduate,Yes,5100,11800,6,776,15200,800,21000,8800,Approved,45800
2605,1,Not Graduate,No,5900,13000,6,779,21600,23200,26200,13200,Approved,84200
2606,3,Graduate,Yes,7800,27200,16,560,7200,16200,43600,17200,Approved,84200
2607,4,Graduate,Yes,2200,5100,6,308,6400,5200,13200,6200,Rejected,31000
2608,4,Not Graduate,No,5400,12600,18,786,600,5000,42000,13200,Approved,60800
2609,1,Not Graduate,No,7400,29100,8,597,24200,9600,32600,14000,Approved,80400
2610,4,Graduate,No,5800,12000,12,811,18800,17600,28400,6200,Approved,71000
2611,1,Graduate,Yes,5800,13000,12,862,22600,16800,24000,7800,Approved,71200
2612,3,Not Graduate,Yes,4800,14200,12,369,6400,400,28000,6000,Rejected,40800
2613,1,Not Graduate,Yes,7400,23900,4,687,41600,21800,52200,11200,Approved,126800
2614,0,Not Graduate,Yes,9600,19600,12,500,43000,1400,75200,21800,Approved,141400
2615,2,Not Graduate,Yes,200,500,6,746,800,0,1000,0,Approved,1800
2616,4,Not Graduate,No,700,2100,14,619,3800,1400,4800,2000,Approved,12000
2617,2,Not Graduate,No,7600,16700,20,692,19800,19200,50200,14800,Approved,104000
2618,1,Not Graduate,Yes,1400,3300,18,321,1800,3000,6000,1400,Rejected,12200
2619,2,Not Graduate,Yes,3800,15000,14,730,21600,5800,21400,7200,Approved,56000
2620,3,Not Graduate,No,2700,10800,6,480,8800,0,20600,7000,Approved,36400
2621,2,Not Graduate,Yes,5000,10700,2,753,25200,18000,23000,11400,Rejected,77600
2622,4,Graduate,Yes,9000,28900,6,637,22600,2400,66000,9600,Approved,100600
2623,3,Graduate,No,3700,9000,6,483,18600,800,19800,7200,Approved,46400
2624,4,Not Graduate,Yes,300,1100,4,315,1400,200,1800,200,Approved,3600
2625,4,Graduate,No,1800,4100,8,777,4400,5000,7200,3800,Approved,20400
2626,2,Graduate,No,7900,17700,4,402,41800,23600,51200,16800,Approved,133400
2627,4,Graduate,Yes,2100,7700,8,493,8600,800,8800,2600,Approved,20800
2628,0,Graduate,Yes,900,3100,4,355,3400,200,6000,1000,Approved,10600
2629,3,Graduate,No,9900,23600,18,557,36600,17200,46000,18200,Approved,118000
2630,0,Not Graduate,Yes,5600,20000,20,606,14200,1000,40000,15200,Approved,70400
2631,1,Not Graduate,Yes,6000,12200,16,743,17600,5200,41200,5800,Approved,69800
2632,5,Not Graduate,No,5700,18400,4,579,25600,8000,34400,9800,Approved,77800
2633,0,Graduate,Yes,9000,33100,20,734,5600,11800,50600,20600,Approved,88600
2634,0,Graduate,No,7300,16100,2,490,15200,2800,43600,21400,Approved,83000
2635,5,Graduate,No,5300,20500,16,802,22400,14200,42200,8200,Approved,87000
2636,1,Not Graduate,Yes,3500,7400,16,867,1000,13200,19000,4200,Approved,37400
2637,0,Not Graduate,No,1000,2200,12,302,4400,800,7400,2800,Rejected,15400
2638,0,Not Graduate,No,5100,19900,12,867,3600,14200,36600,11400,Approved,65800
2639,0,Graduate,Yes,2900,9900,8,312,3600,9000,22400,7400,Rejected,42400
2640,3,Not Graduate,No,7600,19100,14,762,29600,30000,47000,14600,Approved,121200
2641,5,Not Graduate,Yes,6000,14700,18,462,30800,19400,27600,7000,Approved,84800
2642,1,Graduate,No,6300,18200,18,849,8600,11600,31000,10400,Approved,61600
2643,3,Not Graduate,No,1900,7400,18,592,4600,6000,12000,3600,Approved,26200
2644,4,Graduate,No,600,1400,4,507,400,600,3400,800,Approved,5200
2645,2,Not Graduate,Yes,4100,11400,14,505,16200,15000,20200,11000,Approved,62400
2646,0,Not Graduate,Yes,800,3200,8,467,1800,800,6200,1600,Approved,10400
2647,2,Not Graduate,No,6600,22900,16,543,5000,22000,52600,17000,Approved,96600
2648,4,Graduate,Yes,300,1100,12,674,1200,0,1600,400,Approved,3200
2649,3,Graduate,No,6100,13500,2,717,31400,8400,32200,6800,Rejected,78800
2650,5,Not Graduate,Yes,4800,17000,10,666,13600,10800,24800,5800,Approved,55000
2651,4,Not Graduate,No,4500,17300,18,830,400,8400,24000,5000,Approved,37800
2652,2,Graduate,No,3800,9400,16,383,16600,1000,18400,4600,Rejected,40600
2653,2,Graduate,Yes,7000,18900,8,584,26000,27200,41200,10000,Approved,104400
2654,2,Not Graduate,No,4400,14200,18,799,12600,15600,21600,4800,Approved,54600
2655,5,Graduate,No,5300,19400,6,510,29400,14000,27200,7400,Approved,78000
2656,0,Not Graduate,Yes,2600,5900,6,572,11600,6200,14600,7600,Approved,40000
2657,3,Not Graduate,No,3300,13100,2,554,12000,5000,13400,7600,Rejected,38000
2658,1,Not Graduate,Yes,1200,4800,6,344,5800,3400,6400,2600,Rejected,18200
2659,3,Graduate,No,4300,8600,8,881,18200,10400,30000,11000,Approved,69600
2660,0,Not Graduate,Yes,8400,27200,10,514,5000,12800,40200,14400,Approved,72400
2661,0,Graduate,No,600,1800,18,796,2000,1400,2400,1000,Approved,6800
2662,2,Graduate,Yes,4700,16200,12,802,4600,10800,29600,13400,Approved,58400
2663,3,Graduate,No,4200,12500,20,375,2600,10200,21800,4800,Rejected,39400
2664,2,Graduate,No,4300,14700,2,871,8200,14600,27800,8800,Rejected,59400
2665,0,Not Graduate,No,800,2900,2,439,200,1800,5400,2400,Approved,9800
2666,0,Not Graduate,Yes,9300,32000,8,438,49600,12800,69800,24800,Approved,157000
2667,5,Not Graduate,No,6200,13700,2,468,6600,24600,27800,11000,Approved,70000
2668,3,Graduate,Yes,3500,10200,12,645,20800,11400,20000,4800,Approved,57000
2669,2,Graduate,Yes,3600,9200,18,700,8800,3600,21400,7000,Approved,40800
2670,5,Graduate,Yes,9500,36700,16,348,7000,4400,63200,22800,Rejected,97400
2671,5,Graduate,Yes,600,1400,10,877,2800,800,4000,1400,Approved,9000
2672,0,Not Graduate,Yes,3800,14900,6,899,15600,1200,24800,5600,Approved,47200
2673,3,Graduate,Yes,1400,3500,12,610,2400,1200,7600,2800,Approved,14000
2674,1,Not Graduate,No,6300,23900,4,742,3000,14200,43600,8600,Approved,69400
2675,1,Not Graduate,Yes,2800,6600,18,801,8000,9800,14200,7400,Approved,39400
2676,4,Graduate,Yes,5400,17100,2,533,27600,10200,24400,9400,Approved,71600
2677,3,Not Graduate,Yes,6300,23900,16,656,25400,18600,30400,10200,Approved,84600
2678,3,Graduate,Yes,3900,14300,18,785,21800,15200,27800,9800,Approved,74600
2679,2,Graduate,Yes,4200,15700,2,332,14000,1400,26600,6000,Approved,48000
2680,0,Graduate,No,3100,8100,18,768,800,3200,23200,4800,Approved,32000
2681,1,Graduate,No,3400,8600,6,640,15400,2000,15600,8800,Approved,41800
2682,4,Not Graduate,No,1500,3100,6,885,200,5600,7600,3800,Approved,17200
2683,3,Not Graduate,Yes,900,2000,18,772,4600,1400,7000,1600,Approved,14600
2684,4,Graduate,Yes,7800,25600,4,665,2000,4600,54600,16400,Approved,77600
2685,1,Not Graduate,Yes,3500,10500,20,454,16600,8000,15200,4200,Approved,44000
2686,1,Not Graduate,No,8400,32500,14,698,41200,11800,34600,24400,Approved,112000
2687,4,Not Graduate,Yes,6400,21300,20,332,7200,18200,32400,16000,Rejected,73800
2688,1,Not Graduate,No,9600,28300,6,536,37400,18600,54600,12000,Approved,122600
2689,5,Not Graduate,Yes,2100,6500,10,796,4800,5600,14600,5400,Approved,30400
2690,2,Not Graduate,Yes,6000,19900,8,486,24200,16200,40200,13200,Approved,93800
2691,0,Not Graduate,Yes,8300,16800,18,422,16000,21200,46600,22800,Approved,106600
2692,1,Not Graduate,Yes,5300,18500,6,501,13400,17200,33200,8600,Approved,72400
2693,1,Not Graduate,Yes,9700,23500,4,666,30200,18800,46600,16000,Approved,111600
2694,3,Not Graduate,Yes,8200,16500,18,371,38000,2400,37000,16400,Rejected,93800
2695,5,Graduate,No,3400,6900,14,312,3600,800,20600,7600,Rejected,32600
2696,5,Graduate,No,2800,11000,12,753,7800,9200,21400,4800,Approved,43200
2697,0,Not Graduate,Yes,2400,5200,16,740,12600,2000,15000,5800,Approved,35400
2698,1,Graduate,No,8200,24000,4,366,21800,30400,50400,20800,Rejected,123400
2699,4,Not Graduate,No,4200,11100,8,526,23200,400,33600,9800,Approved,67000
2700,4,Graduate,Yes,5500,14800,10,354,32000,6800,42400,15400,Rejected,96600
2701,5,Not Graduate,Yes,2900,6300,6,719,15800,3200,16000,3200,Approved,38200
2702,5,Not Graduate,No,6300,20100,12,774,31200,23600,32400,11600,Approved,98800
